TimeStamp,o,h,l,c,v
2024-07-17,4029.0,4050.0,3969.0,4000.0,369
2024-07-18,4000.0,4000.0,3961.0,4000.0,196
2024-07-21,4000.0,4050.0,4000.0,4015.0,463
2024-07-22,4095.3,4150.0,4026.1,4050.0,458
2024-07-23,4130.0,4130.0,3975.5,4087.0,495
2024-07-24,4015.0,4279.0,4015.0,4279.0,1016
2024-07-25,4300.0,4364.5,4182.0,4310.0,1574
2024-07-28,4390.0,4396.0,4275.0,4275.0,1738
2024-07-29,4360.5,4692.0,4360.0,4599.0,3973
2024-07-30,4599.0,4605.0,4500.0,4530.0,1141
2024-07-31,4595.0,4670.0,4580.0,4654.0,1131
2024-08-01,4654.0,4740.0,4480.1,4550.0,1153
2024-08-04,4550.0,4641.0,4470.0,4590.0,1557
2024-08-05,4681.8,4845.0,4530.0,4709.0,1609
2024-08-06,4675.0,4760.0,4362.0,4449.0,1380
2024-08-07,4537.9,4620.0,4411.0,4517.2,844
2024-08-08,4607.0,4690.0,4581.0,4620.0,1473
2024-08-11,4650.0,4689.0,4570.0,4599.9,852
2024-08-12,4600.0,4700.0,4590.0,4616.1,1445
2024-08-13,4679.0,4708.4,4370.0,4440.0,1456
2024-08-14,4400.0,4540.0,4400.0,4475.1,1045
2024-08-15,4564.6,4922.6,4406.0,4900.0,3830
2024-08-18,4998.0,5115.0,4920.0,5110.0,3629
2024-08-19,5210.0,5314.0,5000.0,5020.0,956
2024-08-20,5110.0,5120.0,4820.0,4856.1,1455
2024-08-21,4952.0,5052.0,4805.0,4825.0,1245
2024-08-22,4921.5,5011.0,4900.0,4900.0,1550
2024-08-25,4998.0,5190.0,4885.0,4885.0,2271
2024-08-26,4981.0,4982.7,4832.0,4834.0,587
2024-08-27,4818.0,4898.9,4802.0,4802.0,936
2024-08-28,4810.0,4810.0,4657.0,4686.0,688
2024-08-29,4770.0,4770.0,4515.0,4520.0,1334
2024-09-01,4605.0,4690.0,4430.0,4510.0,562
2024-09-02,4600.0,4600.0,4450.0,4529.0,165
2024-09-03,4530.0,4531.0,4442.0,4450.0,675
2024-09-04,4530.0,4628.0,4525.0,4628.0,450
2024-09-05,4700.0,4700.0,4550.0,4550.0,484
2024-09-08,4544.0,4600.0,4508.0,4545.0,195
2024-09-09,4461.0,4550.0,4461.0,4490.0,175
2024-09-10,4460.0,4600.0,4460.0,4560.0,726
2024-09-11,4550.0,4550.0,4477.0,4480.2,307
2024-09-12,4480.2,4480.3,4438.0,4438.0,206
2024-09-15,4430.0,4440.0,4371.0,4440.0,286
2024-09-16,4525.0,4530.0,4404.0,4500.0,188
2024-09-17,4560.0,4590.0,4388.0,4450.0,716
2024-09-18,4390.0,4450.0,4300.0,4378.0,627
